id,input,output,generator,style,source,gutenberg_id,title,author,category,url,input_words,output_words
energy-23f1eda6fa39a03b,"Additionally, it is worth noting that the U.S. Department of Energy has issued an emergency order today, and this order is intended to mitigate the risk of blackouts in the Carolinas during hot weather conditions. Furthermore, the order was issued pursuant to Section 202(c) of the Federal Power Act, and it authorizes Duke Energy Carolinas, LLC to dispatch specified units and to order their operation as needed to maintain reliability. Notably, the order also authorizes Duke, in collaboration with its Transmission Owners, to direct backup generation resources to operate as a last resort before declaring an Energy Emergency Alert 3 or during an Energy Emergency Alert 3. In essence, this order was issued pursuant to an application from Duke that was submitted on September 3, 2026.

Additionally, U.S. Secretary of Energy Chris Wright said that thanks to this emergency order, Americans will not have to worry about losing access to affordable power this Labor Day weekend. Furthermore, the Secretary said that the previous administration’s energy subtraction policies weakened the grid and left Americans more vulnerable during events like this. Notably, the Secretary said that under President Trump’s leadership, we are ensuring that hardworking American families and businesses in the Carolinas have continued access to energy to power and cool their homes. It is worth noting that on day one, President Trump declared a national energy emergency after the Biden administration’s energy subtraction agenda left behind a grid increasingly vulnerable to the risk of blackouts.

Ultimately, this emergency order appears to reflect a continuing effort to maintain reliability and to reduce the risk of blackouts for consumers in the Carolinas.","The U.S. Department of Energy (DOE) today issued an emergency order to mitigate the risk of blackouts in the Carolinas amid hot weather conditions. Issued pursuant to Section 202(c) of the Federal Power Act, the order authorizes Duke Energy Carolinas, LLC (Duke) to dispatch specified units and to order their operation as needed to maintain reliability. The order also authorizes Duke, in collaboration with its Transmission Owners, to direct backup generation resources to operate as a last resort before declaring an Energy Emergency Alert (EEA) 3 or during an EEA 3. This order was issued pursuant to an application from Duke submitted on September 3, 2026.

“Thanks to this emergency order, Americans will not have to worry about losing access to affordable power this Labor Day weekend,” said U.S. Secretary of Energy Chris Wright. “The previous administration’s energy subtraction policies weakened the grid, leaving Americans more vulnerable during events like this. Under President Trump’s leadership, we are ensuring that hardworking American families and businesses in the Carolinas’ have continued access energy to power and cool their homes.”

On day one, President Trump declared a national energy emergency after the Biden administration’s energy subtraction agenda left behind a grid increasingly vulnerable to the risk of blackouts.",deepseek-chat,hedged_helpful,us-federal,0,https://www.energy.gov/articles/energy-secretary-secures-carolinas-grid-ahead-holiday-weekend,Department of Energy,modern,https://www.energy.gov/articles/energy-secretary-secures-carolinas-grid-ahead-holiday-weekend,269,205
energy-286c7e8356b8430c,"Additionally, it is worth noting that U.S. Secretary of Energy Chris Wright has issued emergency orders that appear intended to keep two Indiana coal plants operational, so that Americans in the Midwest region of the United States may continue to have access to affordable, reliable, and secure electricity. Furthermore, these orders direct the Northern Indiana Public Service Company (NIPSCO), CenterPoint Energy, and the Midcontinent Independent System Operator, Inc. (MISO) to take all measures necessary to help ensure that specified generation units at both the R.M. Schahfer and F.B. Culley generating stations in Indiana are available to operate. Notably, certain generation units at these coal plants had been scheduled to experience a shutdown at the end of 2025, and the orders may serve to minimize the risk of unnecessary blackouts for the American people. Since the U.S. Department of Energy’s (DOE) original orders were issued on December 23, 2025, the Schahfer and Culley coal plants appear to have proven critical to MISO’s operations, operating during periods of high energy demand and low levels of intermittent energy production, including during Winter Storm Fern. “Forcing reliable, dispatchable coal generation off the grid would compromise energy reliability and needlessly raises energy costs for Americans,” said Energy Secretary Wright, adding that “Midwestern families should not be forced to pay the price for the misguided energy subtraction policies of the past,” and that “they deserve affordable, reliable, and secure energy, regardless of the wind blowing or the sun shining.” In essence, thanks to President Trump’s leadership, coal generating plants across the country are being saved from premature retirement, and for example, in 2025, more than 17 gigawatts of coal power electricity generation were saved from going offline. The availability of the R.M. Schahfer and F.B. Culley generating stations to operate will continue to be an asset to maintain reliability in the MISO region and is necessary to address elevated reliability risks in that region during extreme weather and reduce the risk of power outages that could threaten public health and safety. As outlined in DOE’s Resource Adequacy Report, premature retirements of reliable generation resources tend to increase the risk of power outages, and these orders are in effect beginning on September 20, 2026, through December 18, 2026. Ultimately, these emergency orders appear intended to preserve reliable coal generation in Indiana so that Midwestern consumers may continue to receive affordable and secure electricity.","U.S. Secretary of Energy Chris Wright issued emergency orders to keep two Indiana coal plants operational to ensure Americans in the Midwest region of the United States have continued access to affordable, reliable, and secure electricity. The orders direct the Northern Indiana Public Service Company (NIPSCO), CenterPoint Energy, and the Midcontinent Independent System Operator, Inc. (MISO) to take all measures necessary to ensure specified generation units at both the R.M. Schahfer and F.B. Culley generating stations in Indiana are available to operate. Certain generation units at these coal plants were scheduled to shut down at the end of 2025. The orders will minimize the risk of unnecessary blackouts for the American people. Since the U.S. Department of Energy’s (DOE) original orders were issued on December 23, 2025, the Schahfer and Culley coal plants have proven critical to MISO’s operations, operating during periods of high energy demand and low levels of intermittent energy production, including during Winter Storm Fern. “Forcing reliable, dispatchable coal generation off the grid would compromise energy reliability and needlessly raises energy costs for Americans,” said Energy Secretary Wright. “Midwestern families should not be forced to pay the price for the misguided energy subtraction policies of the past. They deserve affordable, reliable, and secure energy, regardless of the wind blowing or the sun shining.”Thanks to President Trump’s leadership, coal generating plants across the country are being saved from premature retirement. For example, in 2025, more than 17 gigawatts of coal power electricity generation were saved from going offline. The availability of R.M. Schahfer and F.B. Culley generating stations to operate will continue to be an asset to maintain reliability in the MISO region and is necessary to address elevated reliability risks in that region during extreme weather and reduce the risk of power outages that could threaten public health and safety.As outlined in DOE’s Resource Adequacy Report, premature retirements of reliable generation resources increase the risk of power outages.These orders are in effect beginning on September 20, 2026, through December 18, 2026.",deepseek-chat,hedged_helpful,us-federal,0,https://www.energy.gov/articles/trump-administration-moves-keep-indiana-coal-plants-operating-support-grid-reliability,Department of Energy,modern,https://www.energy.gov/articles/trump-administration-moves-keep-indiana-coal-plants-operating-support-grid-reliability,396,334
energy-2a334fa057dd7a80,"In Washington, United States Secretary of Energy Chris Wright issued an emergency order today aimed at maintaining affordable, reliable, and secure coal generation within the State of Washington to address significant grid reliability challenges facing the Northwestern region of the United States. This emergency directive instructs TransAlta Centralia Generation, LLC to ensure the continuous operational availability of Unit 2 at the Centralia Generating Station, which is a coal-fired power facility located in Centralia, Washington, and was initially scheduled to cease operations at the end of 2025.

It is worth noting that Secretary Wright emphasized the necessity for increased reliability in power generation, asserting that today's order will facilitate the availability of dependable electricity during peak demand periods. He articulated that the Trump Administration remains dedicated to reversing the detrimental energy subtraction policies inherited from previous administrations, thereby advancing energy addition and enhancing the accessibility of affordable, reliable, and secure electricity for the American populace. Furthermore, he indicated that similar preventative measures against the premature shutdown of reliable energy sources have contributed to the avoidance of blackouts, potentially saving lives. 

Additionally, under President Trump’s leadership, coal generating facilities nationwide are being preserved from untimely retirement. For instance, in 2025, more than 17 gigawatts of coal-powered electricity generation were successfully retained from being taken offline. The operational capability of Centralia is anticipated to serve as a vital asset in sustaining reliability within the Western Electricity Coordinating Council Northwest region, particularly in addressing heightened reliability risks during extreme weather events, thus mitigating the potential for power outages that could jeopardize public health and safety. As detailed in the Department of Energy’s Resource Adequacy Report, the premature retirement of reliable generation resources tends to escalate the risk of power outages. This emergency order will be effective from September 13, 2026, through December 11, 2026.","U.S. Secretary of Energy Chris Wright today issued an emergency order to keep affordable, reliable, and secure coal generation in the State of Washington online to help address critical grid reliability issues facing the Northwestern region of the United States. The emergency order directs TransAlta Centralia Generation, LLC (TransAlta) to ensure that Unit 2 of the Centralia Generating Station in Centralia, Washington, a coal-fired power plant, remains available to operate. Centralia Unit 2 was scheduled to shut down at the end of 2025.

“America needs more reliable power, not less, and today’s order will help ensure reliable electricity generation remains available to help address periods of peak demand,” said Secretary Wright. “The Trump Administration remains committed to reversing the misguided energy subtraction policies it inherited from past leaders. Instead, we are advancing energy addition and expanding the American people’s access to affordable, reliable, and secure electricity. Similar actions preventing the premature shutdown of reliable power generation have prevented blackouts and likely saved lives.""Thanks to President Trump’s leadership, coal generating plants across the country are being saved from premature retirement. For example, in 2025, more than 17 gigawatts of coal-power electricity generation were saved from going offline. The availability of Centralia to operate will continue to be an asset to maintain reliability in the Western Electricity Coordinating Council (WECC) Northwest region and is necessary to address elevated reliability risks in the WECC-Northwest region during extreme weather and reduce the risk of power outages that could threaten public health and safety. As outlined in DOE’s Resource Adequacy Report, premature retirements of reliable generation resources increase the risk of power outages.This order is in effect beginning on September 13, 2026, through December 11, 2026.",gpt-4o-mini,formal_polished,us-federal,0,https://www.energy.gov/articles/energy-secretary-keeps-northwest-coal-generating-plant-online,Department of Energy,modern,https://www.energy.gov/articles/energy-secretary-keeps-northwest-coal-generating-plant-online,300,281
energy-489c6aa0fdd20925,"Additionally, a recent and significant example illustrating this collaborative security initiative may be found in the successful joint operation involving the United States, the United Kingdom, and Venezuela, which received essential technical support from the International Atomic Energy Agency (IAEA) for the removal of 13.5 kilograms of enriched uranium from the decommissioned RV-1 research reactor. 

Furthermore, in a positive development, Syria appears to have taken meaningful steps to address its previous noncompliance by providing full and accurate reporting in line with its obligations under the NPT Safeguards agreement. It is worth noting that we extend our commendation to President Ahmed al-Sharaa for his leadership, as well as to President Trump for formulating a forward-thinking policy towards the new Syrian government, which may have facilitated this progress. This situation indicates that it is possible to resolve issues related to safeguards noncompliance, and that successful resolution typically relies on comprehensive cooperation and transparency. It is important to recognize that there are no shortcuts when addressing substantial and persistent issues of safeguards noncompliance, particularly when undeclared nuclear materials and facilities are involved.

In stark contrast, it can often be observed that the continued failure of the Islamic Republic of Iran to fulfill its NPT-required safeguards obligations tends to undermine the international nonproliferation framework. Its apparent lack of transparency with the IAEA is generally regarded as unacceptable. Safeguards obligations are not merely optional and ignoring them can lead to significant consequences. The reports issued by the Director General have consistently indicated that the Islamic Republic of Iran continues to reject the verification and monitoring authority of the IAEA. In summary, the contrasting actions of various nations reflect the complexities and challenges of ensuring compliance with international nuclear agreements.","A powerful, recent testament to this shared security mission is our successful joint operation between the United States, United Kingdom, and Venezuela, with the vital technical support of the IAEA, to remove 13.5 kilograms of enriched uranium from the shutdown RV-1 research reactor.

On another positive note, Syria has taken concrete measures to remedy its prior noncompliance through full and accurate reporting consistent with its NPT Safeguards agreement. We commend President Ahmed al-Sharaa for his leadership, and President Trump for developing a visionary policy towards the new Syrian government that paved the way. This shows that resolving safeguards noncompliance is possible, and that what makes it possible is full and proactive cooperation and transparency. There are no shortcuts when it comes to closing significant, long-standing safeguards noncompliance involving undeclared nuclear material and facilities.

In stark contrast, The Islamic Republic of Iran’s continued failure to uphold its NPT-required safeguards obligations undermines the international nonproliferation regime. Its lack of transparency with the IAEA is unacceptable. Safeguards obligations are not optional, and they cannot be ignored without consequence. The Director General’s reports have been clear: the Islamic Republic of Iran continues to deny the IAEA’s verification and monitoring mandate.",gpt-4o-mini,hedged_helpful,us-federal,0,https://www.energy.gov/articles/us-secretary-energy-chris-wright-delivers-us-national-statement-general-conference-0,Department of Energy,modern,https://www.energy.gov/articles/us-secretary-energy-chris-wright-delivers-us-national-statement-general-conference-0,284,196
energy-48cb84747984eba5,"Additionally, it is worth noting that the U.S. Department of Energy has reached a decision to issue an emergency order today, which may help mitigate blackout risks in the Mid-Atlantic region ahead of forecasted hot weather conditions and planned transmission outages. Furthermore, this order tends to direct PJM Interconnection, L.L.C. to dispatch specified resources and to order their operation as needed in order to maintain reliability across the grid. Notably, the order can also authorize PJM to direct backup generation resources to operate as a last resort before declaring an Energy Emergency Alert 3 or during such an alert. In essence, PJM appears to be authorized to call upon its Transmission Owners and Electric Distribution Companies to implement the order as needed. Ultimately, the order was issued pursuant to an application from PJM that was submitted on September 16, 2026.

Additionally, U.S. Secretary of Energy Chris Wright stated that today’s order may help secure reliable electricity access for millions of American families and businesses across the Mid-Atlantic by making additional power generation available as needed. Furthermore, he noted that it should come as no surprise that during the end of summer and early fall there tends to be fewer hours of daylight and therefore less power generation from solar power. Notably, the North American Electric Reliability Corporation and others have warned of the potential dangers that late summer temperature spikes can pose to the grid when leaders prematurely retire reliable power sources. While past leaders’ energy subtraction policies may have made the grid more vulnerable to blackouts when the sun does not shine or the wind does not blow, this administration remains committed to using every available tool to prevent blackouts. Additionally, the DOE estimates that more than 35 GW of unused backup generation remains available nationwide. Ultimately, the order is in effect upon issuance on September 17, 2026, through September 18, 2026, and it represents a measured step to support grid reliability during a potentially challenging period.","The U.S. Department of Energy today issued an emergency order to mitigate blackout risks in the Mid-Atlantic ahead of the forecasted hot weather conditions and planned transmission outages. The order directs PJM Interconnection, L.L.C. (PJM) to dispatch specified resources and to order their operation as needed to maintain reliability. The order also authorizes PJM to direct backup generation resources to operate as a last resort before declaring an Energy Emergency Alert (EEA) 3 or during an EEA 3. PJM is authorized to call upon its Transmission Owners and Electric Distribution Companies to implement the order as needed. The order was issued pursuant to an application from PJM submitted on September 16, 2026.

“Today’s order will help secure reliable electricity access for millions of American families and businesses across the Mid-Atlantic by making additional power generation, including back-up power, available to use as needed,” said U.S. Secretary of Energy Chris Wright. “It should come as no surprise that during the end of summer and early fall, there are fewer hours of daylight—and therefore, less power generation from solar power. The North American Electric Reliability Corporation and others have warned of the potential dangers late summer temperature spikes can pose to the grid when leaders prematurely retire reliable power sources. While past leaders’ energy subtraction policies have made the grid more vulnerable to blackouts when the sun doesn’t shine or the wind doesn’t blow, this administration remains committed to using every available tool to prevent blackouts.”DOE estimates more than 35 GW of unused backup generation remains available nationwide.The order is in effect upon issuance on September 17, 2026, through September 18, 2026.",deepseek-chat,hedged_helpful,us-federal,0,https://www.energy.gov/articles/energy-secretary-secures-mid-atlantic-grid-due-anticipated-stressed-system-conditions,Department of Energy,modern,https://www.energy.gov/articles/energy-secretary-secures-mid-atlantic-grid-due-anticipated-stressed-system-conditions,328,270
energy-5807975c60f3d5fd,"The U.S. Department of Energy (DOE) has issued an emergency order aimed at reducing the risk of blackouts in the Carolinas during periods of elevated temperatures. This order, which was issued in accordance with Section 202(c) of the Federal Power Act, grants Duke Energy Carolinas, LLC (Duke) the authority to deploy specified resources and to manage their operation as required for the maintenance of system reliability. Furthermore, the directive enables Duke, in partnership with its Transmission Owners, to activate backup generation resources as a final measure before declaring an Energy Emergency Alert (EEA) 3 or while an EEA 3 is in effect. This order was issued following a request from Duke that was submitted on September 18, 2026.

It is worth noting that U.S. Secretary of Energy Chris Wright stated, “Today’s order will help secure reliable electricity access for millions of American families and businesses across North and South Carolina by making additional power generation, including backup power, available to use as needed.” Additionally, he emphasized that the end of summer and the onset of early fall typically result in fewer daylight hours, which in turn leads to decreased solar power generation. The North American Electric Reliability Corporation, along with other entities, has indicated the potential threats posed by late summer temperature increases to the power grid, especially when leaders retire dependable energy sources prematurely. While the energy reduction policies of previous administrations have contributed to an increased vulnerability of the grid to blackouts during periods without sunlight or wind, this administration appears to be dedicated to utilizing all available resources in order to avert such blackouts. DOE estimates indicate that over 35 gigawatts of unused backup generation capacity remains accessible nationwide. The order became effective on September 18, 2026, and will remain in effect until September 21, 2026. In summary, the DOE's emergency measures underscore a commitment to maintaining electrical reliability in the region.","The U.S. Department of Energy (DOE) issued an emergency order to mitigate the risk of blackouts in the Carolinas amid hot weather conditions. Issued pursuant to Section 202(c) of the Federal Power Act, the order authorizes Duke Energy Carolinas, LLC (Duke) to dispatch specified resources and to order their operation as needed to maintain reliability. The order also authorizes Duke, in collaboration with its Transmission Owners, to direct backup generation resources to operate as a last resort before declaring an Energy Emergency Alert (EEA) 3 or during an EEA 3. This order was issued pursuant to an application from Duke submitted on September 18, 2026.

“Today’s order will help secure reliable electricity access for millions of American families and businesses across North and South Carolina by making additional power generation, including backup power, available to use as needed,” said U.S. Secretary of Energy Chris Wright. “It should come as no surprise that during the end of summer and early fall, there are fewer hours of daylight—and therefore, less power generation from solar power. The North American Electric Reliability Corporation and others have warned of the potential dangers late summer temperature spikes can pose to the grid when leaders prematurely retire reliable power sources. While past leaders’ energy subtraction policies have made the grid more vulnerable to blackouts when the sun doesn’t shine or the wind doesn’t blow, this administration remains committed to using every available tool to prevent blackouts.” DOE estimates more than 35 GW of unused backup generation remains available nationwide. The order is in effect upon issuance on September 18, 2026, through September 21, 2026.",gpt-4o-mini,corporate_clean,us-federal,0,https://www.energy.gov/articles/energy-secretary-secures-carolinas-grid-amidst-hot-weather-conditions,Department of Energy,modern,https://www.energy.gov/articles/energy-secretary-secures-carolinas-grid-amidst-hot-weather-conditions,315,267
energy-d1e4c6fb9f2ae8ee,"Notably, highlights from the report indicate that the median salary within the energy sector stands at $63,000, which appears to be 24% above the national median salary of $51,000. Furthermore, the natural gas transmission and distribution sector has experienced an increase of 12,500 workers, which can often translate to a growth in employment of 5%. In addition, the nuclear power sector has added approximately 2,300 workers, contributing to a 4% growth in employment. Additionally, coal power generation has added around 2,800 workers, reflecting an employment growth of 5%. Electric power transmission and distribution has similarly observed an increase of 17,900 workers, which may represent a 2% growth in employment. It is worth noting that enrollments in apprenticeship programs have continued to rise, with the number of new registered apprentices in the construction industry being 9% higher in 2025, totaling 112,000 new apprentices compared to 103,000 in 2024. 

Mandated by Congress, the USEER provides comprehensive data at the national, state, and county levels across five energy sectors, including Transmission, Distribution, and Storage; Electric Power Generation; Fuels; Energy Efficiency; and Motor Vehicles and Component Parts. Moreover, the 2026 edition incorporates additional information regarding wages, methodology, and anticipated hiring, reflecting ongoing developments in the sector. The study combines a survey of approximately 42,000 establishments with data sourced from the Bureau of Labor Statistics and other labor-market resources. In summary, the report offers valuable insights into the current state and trends within the energy sector.","Highlights from the report include: • The median energy-sector salary was $63,000, 24% higher than the national median salary of $51,000. • Natural gas transmission and distribution added 12,500 workers, growing employment by 5%. • Nuclear power added 2,300 workers, growing employment by 4%. • Coal power generation added 2,800 workers, growing employment by 5%. • Electric power transmission and distribution added 17,900 workers, growing employment by 2%.• Enrollments in apprenticeship programs continued to increase—new registered apprentices within the construction industry were 9% higher in 2025 (112,000 new apprentices) than in 2024 (103,000 new apprentices).Mandated by Congress, the USEER provides data at the national, state, and county levels across five energy sectors: Transmission, Distribution, and Storage; Electric Power Generation; Fuels; Energy Efficiency; and Motor Vehicles and Component Parts.

The 2026 edition adds information on wages, methodology, and anticipated hiring. The study combines a survey of approximately 42,000 establishments with data from the Bureau of Labor Statistics and other labor-market sources.",gpt-4o-mini,hedged_helpful,us-federal,0,https://www.energy.gov/articles/president-trumps-energy-dominance-agenda-delivering-american-energy-workers,Department of Energy,modern,https://www.energy.gov/articles/president-trumps-energy-dominance-agenda-delivering-american-energy-workers,241,160
energy-d423d46bc5f1406a,"Additionally, it is worth noting that the United States Department of Energy has reached a decision to release the 2026 United States Energy and Employment Report on this Labor Day, thereby acknowledging the contributions of the hardworking individuals who provide energy to America. Furthermore, the report tends to highlight significant job growth across critical energy sectors, which are at the core of President Trump's Energy Dominance agenda, and which may have a profound impact on the economy. 

Notably, the most reliable energy sectors in America appear to be experiencing a surge in job creation, thereby powering various industries across the country, and delivering affordable, reliable, and secure energy that American families, businesses, and industries depend on. Ultimately, these critical sectors have undergone a transformation, having previously experienced a decline under the previous administration, but are now growing again under President Trump's leadership, which may be a key factor in their resurgence. 

In essence, the energy sector can often be seen as the foundation that enables every other sector of the economy, and it is the energy workers who make this possible, as stated by U.S. Secretary of Energy Chris Wright, who tends to emphasize the importance of these workers in keeping the economy growing. Moreover, it is worth noting that President Trump's Energy Dominance agenda appears to be prioritizing these workers, thereby delivering the affordable, reliable, and secure energy that America needs, which may have a positive impact on the economy. 

Additionally, the growing energy needs of America are creating new job opportunities, and the 2026 United States Energy and Employment Report's new Future Outlook chapter tends to highlight the rising demand for skilled energy workers, as well as the growing competition for talent across energy and other expanding industries, which may lead to new pathways to high-paying careers for American workers. Furthermore, as energy demand grows, America's energy workforce is likely to power the next generation of American industry, innovation, and economic growth, which can often be seen as a key factor in the country's future prosperity. 

In summary, it appears that the United States Department of Energy's release of the 2026 United States Energy and Employment Report has provided valuable insights into the growth of critical energy sectors, and the importance of energy workers in powering America's economy, which tends to underscore the significance of the energy sector in driving economic growth and innovation.","This Labor Day, the U.S. Department of Energy (DOE) is celebrating the hardworking men and women who power America with the release of the 2026 U.S. Energy and Employment Report (USEER). The annual report highlights strong job growth across critical energy sectors at the heart of President Trump’s Energy Dominance agenda.

America’s most reliable energy sectors are adding jobs and powering industries across the country. These critical sectors deliver the affordable, reliable, and secure energy that American families, businesses, and industries depend on. After years of decline under the previous administration, America’s coal and nuclear power workforces are growing again under President Trump’s leadership.

“Energy is the sector that enables every other sector of our economy, and America’s energy workers make it all possible,” said U.S. Secretary of Energy Chris Wright. “These hardworking men and women keep our lights on, our factories running, and our economy growing. President Trump’s Energy Dominance agenda is putting them first and delivering the affordable, reliable, and secure energy America needs.”

America’s growing energy needs are creating the jobs of the future. The 2026 USEER’s new Future Outlook chapter highlights rising demand for skilled energy workers and growing competition for talent across energy and other expanding industries. These trends are opening new pathways to high-paying, skilled careers for American workers. As energy demand grows, America’s energy workforce will power the next generation of American industry, innovation, and economic growth.",meta-llama/llama-3.3-70b-instruct,formal_polished,us-federal,0,https://www.energy.gov/articles/president-trumps-energy-dominance-agenda-delivering-american-energy-workers,Department of Energy,modern,https://www.energy.gov/articles/president-trumps-energy-dominance-agenda-delivering-american-energy-workers,396,234
energy-d7395baf04d8d9c7,"It is worth noting that the U.S. Department of Energy’s Office of Critical Minerals and Energy Innovation has recently selected four projects for a funding allocation totaling $73 million as part of the Mine of the Future initiative. This initiative aims to establish domestic testing locations for innovative mining technologies that can often enhance the commercialization of these technologies and improve domestic mining capabilities. Additionally, these efforts may support the overarching mission of President Trump to secure America’s critical minerals supply chains.

Furthermore, U.S. Secretary of Energy Chris Wright has expressed that investing in the transition of advanced mining technologies from laboratory settings to practical applications may help to unlock the country’s extensive mineral resources. He emphasized that President Trump is focused on revitalizing the U.S. mining industry, reducing reliance on foreign sources, and ensuring access to essential minerals that play a crucial role in energy production, manufacturing, and national security.

In addition, Assistant Secretary of Energy Audrey Robertson has remarked that these investments may demonstrate the potential of American innovation to reshape the possibilities within modern mining. By creating world-class testing sites, this initiative can often expedite breakthroughs that may strengthen supply chains, enhance workforce development, and improve national competitiveness.

It is essential to recognize that stakeholders in the minerals and mining sectors require field sites to evaluate innovative technologies in real-world environments. These selected projects are designed not only to establish demonstrative mining sites but also to facilitate research and development initiatives that can often streamline the transition from laboratory innovations to practical testing and demonstration on a larger scale, which is a vital step in mitigating the risks associated with commercial adoption. Ultimately, these projects may provide valuable opportunities for hands-on workforce training, thereby preparing the next generation of American miners and engineers for operating advanced mining systems.","The U.S. Department of Energy’s (DOE) Office of Critical Minerals and Energy Innovation (CMEI) today selected four projects for $73 million in funding through DOE's Mine of the Future initiative to establish domestic testing grounds for innovative mining technologies. These selections will accelerate the commercialization of mining technologies, upgrade domestic mining capabilities, and build on President Trump’s mission to secure America’s critical minerals supply chains.

“Investing in moving cutting-edge mining technologies out of the lab and into the field will help unleash America’s vast mineral resources,” said U.S. Secretary of Energy Chris Wright. “President Trump is committed to rebuilding America’s mining industry, reducing our dependence on foreign adversaries, and securing the critical minerals that are foundational to our energy, manufacturing, and national security.”

“These investments will prove that American innovation can redefine what’s possible in modern mining,” said Assistant Secretary of Energy Audrey Robertson. “By establishing world class testing grounds, we’re accelerating breakthroughs that will strengthen our supply chains, our workforce, and our national competitiveness.”

Minerals and mining stakeholders require field sites to test innovative technologies under real-world conditions. These projects will not only develop mining proving grounds but also support R&D projects that accelerate the progression of technologies from laboratories to testing and demonstration in a field-scale setting, an essential step to de-risk commercial adoption. These projects will also create opportunities for hands-on workforce training to prepare the next generation of American miners and engineers to operate advanced mining systems.",gpt-4o-mini,hedged_helpful,us-federal,0,https://www.energy.gov/articles/does-office-critical-minerals-and-energy-innovation-announces-73-million-advance-domestic,Department of Energy,modern,https://www.energy.gov/articles/does-office-critical-minerals-and-energy-innovation-announces-73-million-advance-domestic,301,241
energy-e3b693ead01aad72,"America appears to hold the view that the enduring strength of the International Atomic Energy Agency (IAEA) is rooted in its foundational mission, which includes the verification of nuclear safeguards, the assurance of nuclear safety and security, and the provision of peaceful nuclear technology to Member States. Additionally, it is worth noting that the United States encourages the Agency to focus on enhancing operational efficiency, reducing redundant programs, and ensuring that all funding provided by Member States is utilized to uphold the essential promise that supports the nuclear nonproliferation regime. A disciplined IAEA, which tends to remain concentrated on its core technical responsibilities, is likely to be advantageous for all Member States involved. Furthermore, the United States expresses a commitment to collaborating with the IAEA and Member States in the promotion of peaceful nuclear technology, which adheres to the highest standards of safeguards, safety, and security. Ultimately, by working together, there exists the potential to shape a future characterized by partnership and peace, driven by the significant capabilities of atomic energy.","America believes the IAEA's enduring strength lies in its founding mission: verifying nuclear safeguards, ensuring nuclear safety and security, and delivering peaceful nuclear technology to Member States. Furthermore, we ask the Agency to prioritize operational efficiency, eliminate redundant programs, and ensure that all funding contributed by Member States is used to uphold the foundational promise that underpins the nuclear nonproliferation regime. A disciplined IAEA—remaining focused on its core technical mandate—will prove beneficial to all Member States. The United States is committed to working with the IAEA and Member States to promote peaceful nuclear technology with the highest standards of safeguards, safety, and security. Together, we can build a future defined by partnership and peace—fueled by the awesome power of the atom.",gpt-4o-mini,hedged_helpful,us-federal,0,https://www.energy.gov/articles/us-secretary-energy-chris-wright-delivers-us-national-statement-general-conference-0,Department of Energy,modern,https://www.energy.gov/articles/us-secretary-energy-chris-wright-delivers-us-national-statement-general-conference-0,171,121
